হাউস ২৬, হযরত নগর ১ নং লেন, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৯৬, পূর্ব (ইস্ট) রসুলপুর ৭ নং রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪২/১, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫৫২, আক্কেল আলী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১/৪/এ, ট্যালি অফিস মেইন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৯১/এফ, রোড ৭/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৪৩/১/এ, নিমতলা শিব মন্দির রোড, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১০৪, পূর্ব (ইস্ট) রসুলপুর ৬ নং রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৯, শের-ই-বাংলা রোড, পিলখানা, নিউ মার্কেট থানা, ঢাকা জেলা
হাউস ৩৮/৩, গনোকটুলি লেন ২, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৫/ই, আব্দুল হালিম, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৭১, নবাবগঞ্জ মেইন রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ১০৯/৫/ডি, মৌলভী শালেক রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৩/৩/২(এ), মনেশ্বর রোড, ঝিগাতলা স্টাফ কোয়াটার।, ওয়ার্ড নং- ৪৮ (অংশ), ধানমন্ডি থানা, ঢাকা
হাউস ১৩৯(বি), হাজী আক্তার হোসেন রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৩, হোসেন উদ্দিন খান ২ন্ড লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৭, রোড ৮/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৩, কেলর মহল লেন, কোম্পানি ঘাট, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১১, হাজারীবাগ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৬৭১, আমিন একাডেমী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৯৮, আক্কেল আলী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৮০/ডি, নরেন্দ্রনাথ সাহা রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫৪, দুরী আঙ্গুল ১ম লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ১/এইচ, রোড ৭/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১০৪/৩, বুদ্ধিজীবী রোড, জাফরাবাদ, মোহাম্মদপুর, ঢাকা জেলা
হাউস ১৩১, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২২৫/৪, মধু বাজার রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১১/১/এ, হাজারীবাগ মনেশ্বর রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪১/২৩/১০, মূলভি সালেক লেন , জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৭/১, আবদুল আজিজ লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৬/৫, শাহেব আলী এর গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৮,২৭, ভাগলপুর লেন, নওয়াবগঞ্জ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৮/১, গনোকটুলি লেন ২, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৮, রোড ৬/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৮৬, লবনের গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২১৯/৩, মুক্তি সিনেমা গলি, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৫/১, জাফরাবাদ জামে মসজিদ রোড, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ১৩৭/২৮,  সাত মস্ক গলি , পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৯০/৩,  টালি অফিস রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫২, হাজারীবাগ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩০১, ট্যালি অফিস মেইন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৪৪/১, শের ই বাংলা মেইন রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩২২, ইস্ট রসুল্পুর মেইন রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৫, নবাবগঞ্জ মেইন রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২/১, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১২২/বি, মনেশ্বর রোড লেন ১২২২, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৮৯/১, বেবি স্টোর লেন, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১১২/সি, হাজারীবাগ রোড গলি, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩০, রসুলপুর মেইন রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৯২, আবদুল আজিজ লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৬০০, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৫২/৯, বৈশাখী রোড, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৬৮/৭/এ, তিন মাজার রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৬২৩, চাঁন মসজিদ ৬ নং গলি(আমিনবাগ রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২০/১, শের-ই-বাংলা মেইন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২২৭/৩/ই, ইস্তিয়া মঞ্জিল রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২২, হাসান নগর, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৯৬, ডায়মন্ড হোটেল লেন, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৩, নবাবগঞ্জ মেইন রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৩৮, এশিয়া গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১২১, রায়ের বাজার স্টাফ কোয়ার্টার রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৬/৫, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৬/কেএ, জিগাতলা পোস্ট অফিস লেন, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩০১, লবনের গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৩৯, হাজারীবাগ লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২২৪, শের-ই-বাংলা মেইন রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৮৪/২, হোসাইন সাহেবের গলি (হোসাইন সাহেব লেন), শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ২১১, , মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৭, হাসান নগর নূর মসজিদ সড়ক, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৩২০/১, , জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩১/১, নবাবগঞ্জ মেইন রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ২৯৫/জেএইচএ/১২, রোড ৬, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫১/১, নবাবগঞ্জ মেইন রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৭৪, নরেন্দ্রনাথ সাহা রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৮২, নয়াগাঁও চৌ রাস্তা রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৫/২, এনায়েতগঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৬৩(বি), কালিনগর গোল্ডেন সিটি রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৯৫/ডি, ট্যালি অফিস নিমতলা রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৩/১, হাজারীবাগ বটতলা মাজার রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৭/২, ললিটোমোহন দাস লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৮৩/৩/এ, পাবনা হাউস গলি, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ১৯০, জাউলাহাটি ৬ নং গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২৭, হোসেন উদ্দিন খান লেন ১ নং, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ২১৩, সুলতানগঞ্জ রোড, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১০০/২(এএ), প্রাইভেট লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩০/১, হোসেন উদ্দিন খান ১স্ট লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৪০/১, হাজারীবাগ মনেশ্বর রোড, মনেশ্বর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১২৯, বড় মসজিদ গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫, রসুলপুর মেইন রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৫/১(এ), এনায়েত গঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৯/২, মনেশ্বর লিংক রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৩, এনায়েত গঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৩১, দেলোয়ার সাহেবের গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৯, সল্ট ফ্যাক্টরি  গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৯/এ, রোড ১২/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬২, রোড ১৩/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৯৬/সিএইচএ, ট্যালি অফিস নিমতলা রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫৫৭, হাসান নগর ৩ নং লেন(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৮৩, ওয়াহাব সরকার রোড(ওয়েস্ট রসুলপুর রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৭১, হাসান নগর রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১০(বি), সেকশন ঢাল রোড(এম.সি.রায় রোড), হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৮২, নিঝুম রেসিডেন্সিয়াল রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২, হাজী সাত্তার রোড(হাসান নগর রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৩৬, মাদ্রাসা গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৩৬, এশিয়া গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৩/২, হাজারীবাগ বটতলা মাজার রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৬৯, Road ১৯, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১০১, এম। রহমত আলী রোড(ওয়েস্ট রসুলপুর রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৮, শের-ই-বাংলা মেইন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬৩(এ), এনায়েতগঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৬/২, ধানমন্ডি লেক রোড, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬৬,৬৬/১, আব্দুল আজিজ লেন মেইন রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৮, হাজী সাত্তার রোড(হযরত নগর রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৯, নবাবগঞ্জ বড় মসজিদের ঢাল রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৩০৯, নয়াগাও রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২১১, রোড ১০/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৭, রোড ৩/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪১৪, হাক্কানি গলি/৩ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৫, হাজারীবাগ লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৫৩, মিডেল রাসুলপুর ৩ নং রোড ওল্ড কমিউনিটি সেন্টার ১ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৯০, আক্কেল আলী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৮, রোড ১১/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪১/১৫/সি, হাজী আফসার উদ্দিন লেন, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬১/২, গজমহল ড্রেইন রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪০২, আমিনবাগ ৪ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৬৭/২, কালাম বুলু ট্যানারি রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৭০৯, জাউলা হাটি রোড(হযরত নগর রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৮৪/সি, সাদেক খান রোড, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ১০/২, সাঈদ শাহ বাবা মাজার গলী, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৯৫, প্রাইভেট লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৩/এ, নবাবগঞ্জ রোড মদনাখাট, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ১৩/১/এ, নূতন রাস্তা, কোম্পানি ঘাট, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৪, রোড ৯/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৮/৫/এ, তল্লাবাঘ রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৪৪/এ, গজমহল রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১২২, শের-ই-বাংলা রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২২৭, নয়াগাওঁ রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১৪০/১, শের ই বাংলা মেইন রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১০৯, ঝাউচর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১৮/৫/এ/১, তল্লাবাঘ রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২০৮, সাউথ রিভার ব্যাংক  তুলাতলা(নয়াগাও রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১৫১, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২৬১/১, ধলাই কারখান রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৮/২, ধপপাড়া গলি, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১২৯, রোড ৯/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৪, চেয়ারম্যান রায়ের বাজার গলি, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ৫১৫, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১/সি/১, রোড ৭/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১১৬, হাজারীবাগ রোড গলি, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৫,  ফর তালেবাগ বাই লেন , টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫৮৮, আক্কেল আলী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৯৬, আলীম মাস্টার গলি, কোম্পানি ঘাট, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৯৮, রোড ৯/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৯৪, রোড ৯/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৪/৭/এফ/১, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫(বি), রোড ৪, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১১৭, গজমহল বাজার গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৩, নবাবগঞ্জ মেইন রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৭৯, ফয়েজ চৌধুরী গলি, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৩৬(বি), হাজারীবাগ বাজার ফকির রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৭৪/বি(ই), ফয়েজ চৌধুরী গলি, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪১/৩/বি, ট্যানারি রোড, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫০/১/সি, বাড্ডানগর লেন, মনেশ্বর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৮/৫, শাহেব আলী এর গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২১/এ, জনতা ব্যাংক গলি, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৫৪/৬, রোড ৯/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৩/১, গনোকটুলি লেন ২, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৬২, লাইন নং ২ নওগাঁ, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৯২/বি, তিন মাজার রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৬, ধানমন্ডি রোড ২, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৭, নবাবগঞ্জ মেইন রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৪৮, ওল্ড ১৯/এ রোড (১০/এ), পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩২০, ইস্ট রসুল্পুর মেইন রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৩, নবাবগঞ্জ মেইন রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৫৯, তাজু হোসেন রোড(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৮৬, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১৫৪, মধু বাজার গলি, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৫(এ), চরকঘাটা গলি, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৪১, হাক্কানি গলি/৩ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৩(এ), হাজারীবাগ লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৮, তিনমাজার রোড, পিলখানা, নিউ মার্কেট থানা, ঢাকা জেলা
হাউস ৬, গজমহল রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৩১/২, পাঠশালা গলি, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৬/ই, সনাতনগড় রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৫, রোড ১২/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৪৩, তাজু হোসেন রোড(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৩৩/১, এনায়েত গঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৮, সল্ট ফ্যাক্টরি  গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২২১, রনি মার্কেট ১ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৩/২, বন্ধুমহল রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৮, হাসান নগর নূর মসজিদ সড়ক, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৯১/ডি/২, রোড ৭/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১২২, মনেশ্বর রোড লেন ১২২২, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১১৮, ভাগলপুর লেন জেলেপাড়া, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১০৫, নবাবগঞ্জ বড় মসজিদের পিছনের গলি, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৩(বি), ঘড়িঘর কমিশনার গলি, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৭৯, রোড ১২/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩২৯, লবনের গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৭/এ, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫৪৬, আক্কেল আলী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৪০, তাজু হোসেন রোড(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১০/১, নবাবগঞ্জ মেইন রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৩/সি, সেকশন ঢাল রোড(এম.সি.রায় রোড), হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৫, সাদেক খান রোড, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ১৩৬(বি), নবিপুর তেজ হাজারীবাগ , বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৪/(ডি), গনোকটুলি লেন, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১২১/১, রায়ের বাজার স্টাফ কোয়ার্টার রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৫/এ, রোড ৯/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৮৮/১, নবাবগঞ্জ মেইন রোড, কোম্পানি ঘাট, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৪, রোড ১৩/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২২, মিতালি রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৮, মুন্সী বাড়ি রোড, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৬৩, নিমতলা শিব মন্দির রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৮৩/৩, সাঈদ শাহ বাবা মাজার গলী, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৮০(এ), হাজারীবাগ বাজার গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১২১, নয়াগাও রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৬৫০, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২১/৯/ডি, বিবরন কাচরা রোড, পিলখানা, নিউ মার্কেট থানা, ঢাকা জেলা
হাউস ২৭, বড় মসজিদ গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪০/৩, হাজারীবাগ মনেশ্বর রোড, মনেশ্বর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৩৪, সানশাইন স্কুল গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৭, নবাবগঞ্জ বড় মসজিদের ঢাল রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৩৯/১/এ, মসজিদ রোড, পিলখানা, নিউ মার্কেট থানা, ঢাকা জেলা
হাউস ৪৭(এ),  হাজারীবাগ লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৬/৪/১, ট্যানারি রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
